"","region","region_code","geography","year","P","G","E","F","g","e","f","ef","G_ppp","G_mer"
"4994","North America","NAC","region",1973,0.234400777,6.03689509737968,77.5717102771267,5151.11795516949,25.7545865446499,12.8496038155105,66.4045943652267,853.272729122846,NA,6.03689509737968
"4995","North America","NAC","region",1974,0.236661969,6.02607572529034,76.0341739843582,4989.35147707345,25.4627972155946,12.6175271354883,65.6198550680627,827.960301948091,NA,6.02607572529034
"4996","North America","NAC","region",1975,0.239116275,6.02352141224925,74.2308789792403,4855.95042065851,25.1907629969949,12.3235021341979,65.4168519547848,806.164714677298,NA,6.02352141224925
"4997","North America","NAC","region",1976,0.241484808,6.35101139493374,78.3216643119313,5151.87300529976,26.2998382694689,12.3321561624672,65.7783903158826,811.189381491183,NA,6.35101139493374
"4998","North America","NAC","region",1977,0.243964843,6.6371801295333,80.6406400647195,5334.86641427221,27.2054778381871,12.149834491593,66.1560524568087,803.785087967371,NA,6.6371801295333
"4999","North America","NAC","region",1978,0.246548203,6.99243565576899,81.079305923403,5284.26777824941,28.3613328780538,11.5952880962887,65.1740628273452,755.712034888689,NA,6.99243565576899
"5000","North America","NAC","region",1979,0.249256544,7.21752902906401,82.1927633740824,5385.8693609119,28.956226838578,11.3879366529879,65.5272938859507,746.22067181493,NA,7.21752902906401
"5001","North America","NAC","region",1980,0.251740667,7.21599290513278,79.7123176313938,5223.51491213033,28.6643909826964,11.0466180717409,65.529582721267,723.880272722388,NA,7.21599290513278
"5002","North America","NAC","region",1981,0.254285915,7.40585387435315,77.5354418960932,5056.52310098949,29.1241214612817,10.4694803882915,65.2156352931585,682.773814711696,NA,7.40585387435315
"5003","North America","NAC","region",1982,0.256780942,7.26202598190242,74.3735952436604,4803.69384577648,28.2810162052541,10.2414388806933,64.5887001971434,661.481225452469,NA,7.26202598190242
"5004","North America","NAC","region",1983,0.259158451,7.58061806784604,74.0238049304318,4759.94766450789,29.2509005150908,9.76487725247778,64.3029315904705,627.91023395542,NA,7.58061806784604
"5005","North America","NAC","region",1984,0.261432053,8.11937380925752,78.0621496081047,4981.50156392509,31.0573004193083,9.61430664999067,63.81455787387,613.532728132963,NA,8.11937380925752
"5006","North America","NAC","region",1985,0.263766116,8.46237165931257,78.180855817502,4987.99682778241,32.0828610878608,9.23864596888349,63.8007447683346,589.432493465739,NA,8.46237165931257
"5007","North America","NAC","region",1986,0.266233278,8.74458192319269,78.6222673924584,4988.70827301468,32.8455630674114,8.99096927480703,63.4515950565578,570.491341591009,NA,8.74458192319269
"5008","North America","NAC","region",1987,0.268735601,9.05224816961087,81.2879580468386,5152.73726119172,33.6845886288466,8.97986406512019,63.388691080451,569.221829168347,NA,9.05224816961087
"5009","North America","NAC","region",1988,0.271290747,9.43239776410257,84.9607630719808,5402.46844269882,34.7685937261346,9.00733463503003,63.587805092119,572.756639171783,NA,9.43239776410257
"5010","North America","NAC","region",1989,0.274095781,9.76647042550796,86.8442848754458,5510.44212616872,35.6315970639036,8.89208496947135,63.4519834445287,564.220428270239,NA,9.76647042550796
"5011","North America","NAC","region",1990,0.277314138,9.93462224739757,86.8319692307934,5409.12633285453,35.824434769343,8.74033929710206,62.2941801363211,544.472270626241,10.9970006527132,9.93462224739757
"5012","North America","NAC","region",1991,0.28101842,9.90540625701337,86.7449027441224,5344.38106775052,35.2482454958411,8.75732912849525,61.6103182859657,539.541834941551,10.967549690968,9.90540625701337
"5013","North America","NAC","region",1992,0.284885264,10.2303538457385,88.1451433425512,5439.64938351079,35.9104353173511,8.61604052720703,61.7124117930256,531.716641040398,11.3310986578888,10.2303538457385
"5014","North America","NAC","region",1993,0.288603764,10.5111312984551,89.9997488025607,5547.88492512335,36.4206313624348,8.56232752185186,61.6433378863553,527.810448523153,11.6422199521859,10.5111312984551
"5015","North America","NAC","region",1994,0.292126663,10.939015882467,91.8702348643444,5640.70681192475,37.4461398700434,8.39840035442248,61.3986327590631,515.650299124771,12.1154557613422,10.939015882467
"5016","North America","NAC","region",1995,0.295580311,11.2327463263353,93.8425905221769,5690.07688607813,38.0023496434285,8.35437637384916,60.6342690927042,506.561505153701,12.4407604780732,11.2327463263353
"5017","North America","NAC","region",1996,0.299004218,11.6346265354851,96.9274041014232,5879.49286607531,38.911245511209,8.33094245060632,60.6587261939163,505.344357048603,12.8892974490491,11.6346265354851
